key	wordnet_id	synonyms
n01728920	eng-30-01728920-n	
n01729322	eng-30-01729322-n	
n01729977	eng-30-01729977-n	
n01730563	eng-30-01730563-n	
n01730812	eng-30-01730812-n	
n01731545	eng-30-01731545-n	
n01732244	eng-30-01732244-n	
n01732614	eng-30-01732614-n	korenslang
n01732789	eng-30-01732789-n	
n01732989	eng-30-01732989-n	
n01733214	eng-30-01733214-n	
n01733466	eng-30-01733466-n	
n01733757	eng-30-01733757-n	
n01733957	eng-30-01733957-n	
n01734104	eng-30-01734104-n	
n01734418	eng-30-01734418-n	
n01735189	eng-30-01735189-n	
n01735439	eng-30-01735439-n	
n01735577	eng-30-01735577-n	
n01735728	eng-30-01735728-n	
n01736375	eng-30-01736375-n	
n01736796	eng-30-01736796-n	
n01737021	eng-30-01737021-n	
n01737472	eng-30-01737472-n	
n01737728	eng-30-01737728-n	
n01737875	eng-30-01737875-n	ringslang
n01738306	eng-30-01738306-n	
n01738601	eng-30-01738601-n	
n01739381	eng-30-01739381-n	
n01740131	eng-30-01740131-n	
n01740551	eng-30-01740551-n	
n01741232	eng-30-01741232-n	
n01741562	eng-30-01741562-n	wurgslang
n01742172	eng-30-01742172-n	
n01742447	eng-30-01742447-n	
n01742821	eng-30-01742821-n	
n01743086	eng-30-01743086-n	anaconda
n01743605	eng-30-01743605-n	python
n01743936	eng-30-01743936-n	
n01744100	eng-30-01744100-n	
n01744270	eng-30-01744270-n	
n01744401	eng-30-01744401-n	
n01744555	eng-30-01744555-n	
n01745125	eng-30-01745125-n	
n01745484	eng-30-01745484-n	koraalslang
n01746359	eng-30-01746359-n	
n01747589	eng-30-01747589-n	
n01747885	eng-30-01747885-n	cobra
n01748264	eng-30-01748264-n	
n01748389	eng-30-01748389-n	
n01748686	eng-30-01748686-n	
n01748906	eng-30-01748906-n	koningscobra
n01749244	eng-30-01749244-n	
n01749582	eng-30-01749582-n	soort slang
n01750167	eng-30-01750167-n	doodsadders
n01750437	eng-30-01750437-n	
n01750743	eng-30-01750743-n	
n01751036	eng-30-01751036-n	
n01751472	eng-30-01751472-n	
n01751748	eng-30-01751748-n	
n01752165	eng-30-01752165-n	adder
n01752585	eng-30-01752585-n	adder, slang
n01752736	eng-30-01752736-n	adder, aspis
n01753032	eng-30-01753032-n	
n01753180	eng-30-01753180-n	
n01753488	eng-30-01753488-n	
n01753959	eng-30-01753959-n	
n01754370	eng-30-01754370-n	
n01754533	eng-30-01754533-n	
n01754876	eng-30-01754876-n	ratelslang, ratelslangen
n01755581	eng-30-01755581-n	
n01755740	eng-30-01755740-n	
n01756089	eng-30-01756089-n	
n01756291	eng-30-01756291-n	
n01756508	eng-30-01756508-n	Texaanse ratelslang
n01756733	eng-30-01756733-n	
n01756916	eng-30-01756916-n	
n01757115	eng-30-01757115-n	
n01757343	eng-30-01757343-n	
n01757677	eng-30-01757677-n	
n01757901	eng-30-01757901-n	
n01758141	eng-30-01758141-n	
n01767661	eng-30-01767661-n	geleedpotige, geleedpotigen
n01768244	eng-30-01768244-n	
n01769347	eng-30-01769347-n	spinachtige
n01770081	eng-30-01770081-n	hooiwagen
n01770393	eng-30-01770393-n	schorpioen
n01770795	eng-30-01770795-n	
n01771417	eng-30-01771417-n	
n01772222	eng-30-01772222-n	spinnen, spin, spinnetje
n01772664	eng-30-01772664-n	
n01773157	eng-30-01773157-n	
n01773549	eng-30-01773549-n	
n01773797	eng-30-01773797-n	
n01774097	eng-30-01774097-n	
n01774384	eng-30-01774384-n	zwarte weduwe
n01774750	eng-30-01774750-n	vogelspin, tarantula
n01775062	eng-30-01775062-n	
n01775730	eng-30-01775730-n	
n01776313	eng-30-01776313-n	teek
n01776705	eng-30-01776705-n	
n01777304	eng-30-01777304-n	
n01777909	eng-30-01777909-n	
n01778217	eng-30-01778217-n	
n01779148	eng-30-01779148-n	
n01779629	eng-30-01779629-n	mijten, mijt
n01783017	eng-30-01783017-n	
n01783706	eng-30-01783706-n	
n01784675	eng-30-01784675-n	duizendpoot
n01786646	eng-30-01786646-n	duizendpoot, miljoenpoot
n01787006	eng-30-01787006-n	
n01787835	eng-30-01787835-n	
n01788579	eng-30-01788579-n	
n01789740	eng-30-01789740-n	gevogelte, pluimvee
n01790304	eng-30-01790304-n	
n01790711	eng-30-01790711-n	vechthaan
n01790812	eng-30-01790812-n	
n01791107	eng-30-01791107-n	
n01791625	eng-30-01791625-n	kip, poulet
n01791954	eng-30-01791954-n	
n01792042	eng-30-01792042-n	griet, kuiken
n01792158	eng-30-01792158-n	haan, haantje
n01792640	eng-30-01792640-n	hen
n01792955	eng-30-01792955-n	
n01793085	eng-30-01793085-n	
n01793159	eng-30-01793159-n	legster, legger, laag
n01793249	eng-30-01793249-n	
n01793435	eng-30-01793435-n	
n01793715	eng-30-01793715-n	
n01794158	eng-30-01794158-n	kalkoen
n01794651	eng-30-01794651-n	
n01795088	eng-30-01795088-n	
n01795545	eng-30-01795545-n	korhoen
n01796340	eng-30-01796340-n	patrijs, sneeuwhoen
n01797020	eng-30-01797020-n	auerhoen
n01797307	eng-30-01797307-n	
n01797601	eng-30-01797601-n	waaierhoen
n01797886	eng-30-01797886-n	
n01798168	eng-30-01798168-n	scherpe-tailed_grouse
n01798484	eng-30-01798484-n	
n01799302	eng-30-01799302-n	
n01799679	eng-30-01799679-n	Curassow
n01800424	eng-30-01800424-n	
n01801088	eng-30-01801088-n	
n01803078	eng-30-01803078-n	fazant
n01803362	eng-30-01803362-n	
n01803893	eng-30-01803893-n	
n01804163	eng-30-01804163-n	
n01804478	eng-30-01804478-n	boomkwartel
n01804921	eng-30-01804921-n	
n01805321	eng-30-01805321-n	
n01805801	eng-30-01805801-n	pauw
n01806143	eng-30-01806143-n	pauwhaan, pauw
n01806297	eng-30-01806297-n	pauwhen
n01806364	eng-30-01806364-n	
n01806467	eng-30-01806467-n	
n01806567	eng-30-01806567-n	kwartel
n01806847	eng-30-01806847-n	
n01807105	eng-30-01807105-n	
n01807496	eng-30-01807496-n	hoen, hoentje, patrijs
n01807828	eng-30-01807828-n	
n01808140	eng-30-01808140-n	
n01808291	eng-30-01808291-n	
n01808596	eng-30-01808596-n	
n01809106	eng-30-01809106-n	parelhoen
n01809752	eng-30-01809752-n	
n01810268	eng-30-01810268-n	
n01811243	eng-30-01811243-n	dodo
n01811909	eng-30-01811909-n	doffer, duif
n01812187	eng-30-01812187-n	
n01812337	eng-30-01812337-n	
n01812662	eng-30-01812662-n	rotsduif
n01812866	eng-30-01812866-n	
n01813088	eng-30-01813088-n	
n01813385	eng-30-01813385-n	
n01813948	eng-30-01813948-n	
n01814217	eng-30-01814217-n	
n01814370	eng-30-01814370-n	
n01814549	eng-30-01814549-n	
n01814755	eng-30-01814755-n	
n01814921	eng-30-01814921-n	postduif
n01815601	eng-30-01815601-n	zandhoen
n01816887	eng-30-01816887-n	papegaai
n01817263	eng-30-01817263-n	
n01817346	eng-30-01817346-n	
n01817953	eng-30-01817953-n	
n01818299	eng-30-01818299-n	
n01818515	eng-30-01818515-n	ara
n01818832	eng-30-01818832-n	
n01819115	eng-30-01819115-n	kaketoe
n01819313	eng-30-01819313-n	
n01819465	eng-30-01819465-n	
n01819734	eng-30-01819734-n	valkparkiet
n01820052	eng-30-01820052-n	
n01820348	eng-30-01820348-n	
n01821203	eng-30-01821203-n	parkiet
n01821554	eng-30-01821554-n	
n01821869	eng-30-01821869-n	grasparkiet
n01822300	eng-30-01822300-n	
n01823013	eng-30-01823013-n	koekoek
n01823414	eng-30-01823414-n	
n01823740	eng-30-01823740-n	
n01824035	eng-30-01824035-n	
n01824344	eng-30-01824344-n	Ani
n01824575	eng-30-01824575-n	
n01825278	eng-30-01825278-n	
n01826364	eng-30-01826364-n	
n01827403	eng-30-01827403-n	ijsvogel
n01827793	eng-30-01827793-n	
n01828096	eng-30-01828096-n	
n01828556	eng-30-01828556-n	
n01828970	eng-30-01828970-n	
n01829413	eng-30-01829413-n	
n01829869	eng-30-01829869-n	hop
n01830915	eng-30-01830915-n	
n01831360	eng-30-01831360-n	
n01832167	eng-30-01832167-n	gierzwaluw
n01833805	eng-30-01833805-n	kolibrie
n01834177	eng-30-01834177-n	
n01834540	eng-30-01834540-n	
n01838598	eng-30-01838598-n	pikker, specht
n01839086	eng-30-01839086-n	groene specht
n01839330	eng-30-01839330-n	
n01839598	eng-30-01839598-n	
n01839750	eng-30-01839750-n	
n01839949	eng-30-01839949-n	
n01840120	eng-30-01840120-n	
n01840412	eng-30-01840412-n	
n01840775	eng-30-01840775-n	
n01841102	eng-30-01841102-n	
n01841288	eng-30-01841288-n	
n01841441	eng-30-01841441-n	
n01841679	eng-30-01841679-n	
n01842235	eng-30-01842235-n	
n01842504	eng-30-01842504-n	
n01843065	eng-30-01843065-n	
n01843383	eng-30-01843383-n	toekan
n01844231	eng-30-01844231-n	
n01844917	eng-30-01844917-n	drijfsijssie, watervogel
n01845132	eng-30-01845132-n	watervogels, drijfsijssie, watervogel
n01845477	eng-30-01845477-n	
n01846331	eng-30-01846331-n	duiken, bukken, bout, eend
n01847000	eng-30-01847000-n	mannetjeseend, waard, woerd
n01847089	eng-30-01847089-n	
n01847170	eng-30-01847170-n	
n01847253	eng-30-01847253-n	
n01847407	eng-30-01847407-n	
n01847806	eng-30-01847806-n	wilde eend
n01847978	eng-30-01847978-n	
n01848123	eng-30-01848123-n	appelblauwzeegroen, taling
n01848323	eng-30-01848323-n	
n01848453	eng-30-01848453-n	
n01848555	eng-30-01848555-n	zomertaling
n01848648	eng-30-01848648-n	smient
n01848976	eng-30-01848976-n	
n01849157	eng-30-01849157-n	
n01849466	eng-30-01849466-n	
n01849863	eng-30-01849863-n	
n01850192	eng-30-01850192-n	buffelkopeend
n01850373	eng-30-01850373-n	brilduiker
n01850873	eng-30-01850873-n	
n01851038	eng-30-01851038-n	tafeleend
n01851207	eng-30-01851207-n	rooie
n01851375	eng-30-01851375-n	topper
n01851573	eng-30-01851573-n	topper
n01851731	eng-30-01851731-n	
n01851895	eng-30-01851895-n	
n01852142	eng-30-01852142-n	
n01852400	eng-30-01852400-n	mandarijneend
n01852671	eng-30-01852671-n	muskuseend
n01852861	eng-30-01852861-n	
n01853195	eng-30-01853195-n	eidereend
n01853498	eng-30-01853498-n	zee-eend
n01853870	eng-30-01853870-n	
n01854415	eng-30-01854415-n	zaagbek
n01854700	eng-30-01854700-n	
n01854838	eng-30-01854838-n	
n01855032	eng-30-01855032-n	
n01855188	eng-30-01855188-n	nonnetje
n01855476	eng-30-01855476-n	
n01855672	eng-30-01855672-n	
n01856072	eng-30-01856072-n	domme gans, ganzenjong, gansje
n01856155	eng-30-01856155-n	mannetjesgans, gander, gent, ganzerik
n01856380	eng-30-01856380-n	
n01856553	eng-30-01856553-n	grauwe gans
n01856890	eng-30-01856890-n	
n01857325	eng-30-01857325-n	
n01857632	eng-30-01857632-n	Grote Canadese gans
n01857851	eng-30-01857851-n	brandgans, neusknijper, praam
n01858281	eng-30-01858281-n	
n01858441	eng-30-01858441-n	zwaan
n01858780	eng-30-01858780-n	
n01858845	eng-30-01858845-n	
n01858906	eng-30-01858906-n	zwaantje
n01859190	eng-30-01859190-n	
n01859325	eng-30-01859325-n	
n01859496	eng-30-01859496-n	
n01859689	eng-30-01859689-n	
n01859852	eng-30-01859852-n	
n01860002	eng-30-01860002-n	trompetzwaan
n01860187	eng-30-01860187-n	
n01860497	eng-30-01860497-n	hoenderkoet
n01861778	eng-30-01861778-n	zoogdier
n01862399	eng-30-01862399-n	
n01871265	eng-30-01871265-n	olifant met grote slagtanden
n01871543	eng-30-01871543-n	
n01872401	eng-30-01872401-n	mierenegel
n01872772	eng-30-01872772-n	mierenegel
n01873310	eng-30-01873310-n	vogelbekdier
n01874928	eng-30-01874928-n	buidelrat, opossum
n01876034	eng-30-01876034-n	buidelrat, opossum
n01876326	eng-30-01876326-n	
n01877134	eng-30-01877134-n	kangoeroe
n01877606	eng-30-01877606-n	
n01877812	eng-30-01877812-n	wallabie, wallaby
n01878061	eng-30-01878061-n	
n01878929	eng-30-01878929-n	
n01879217	eng-30-01879217-n	
n01879509	eng-30-01879509-n	
n01880152	eng-30-01880152-n	
n01881171	eng-30-01881171-n	
n01881857	eng-30-01881857-n	
n01882125	eng-30-01882125-n	
n01882714	eng-30-01882714-n	koalabeertje, koalabeer, koala
n01883070	eng-30-01883070-n	wombat
n01883920	eng-30-01883920-n	
n01884476	eng-30-01884476-n	
n01884834	eng-30-01884834-n	Tasmaanse duivel
n01885498	eng-30-01885498-n	
n01886756	eng-30-01886756-n	
n01887474	eng-30-01887474-n	levende have, landbouwhuisdier, stal, vee, veestapel
n01887623	eng-30-01887623-n	
n01887787	eng-30-01887787-n	koe, koebeest, koetje-boe, koetjeboe
n01887896	eng-30-01887896-n	
n01888045	eng-30-01888045-n	jong
n01888181	eng-30-01888181-n	jaarling
n01888264	eng-30-01888264-n	bok
n01888411	eng-30-01888411-n	moer, moerhaas, voedster
n01889074	eng-30-01889074-n	insecteneters
n01889520	eng-30-01889520-n	mol, moedervlek
n01891633	eng-30-01891633-n	spitsmuis
n01893825	eng-30-01893825-n	egel, mol, stekelvarken
n01894207	eng-30-01894207-n	
n01897536	eng-30-01897536-n	
n01897667	eng-30-01897667-n	
n01904806	eng-30-01904806-n	jakobsschelp, sint-jacobsschelp, sint-jakobsschelp
n01904886	eng-30-01904886-n	
n01905321	eng-30-01905321-n	
n01905661	eng-30-01905661-n	ongewervelde, ongewerveld
n01906749	eng-30-01906749-n	sponzen, spons
n01909422	eng-30-01909422-n	holtedier, holtedieren
n01909906	eng-30-01909906-n	poliep
n01910747	eng-30-01910747-n	kwal
n01911839	eng-30-01911839-n	
n01914163	eng-30-01914163-n	
n01914609	eng-30-01914609-n	
n01915700	eng-30-01915700-n	
n01915811	eng-30-01915811-n	koraal
n01916187	eng-30-01916187-n	
n01916388	eng-30-01916388-n	
n01916481	eng-30-01916481-n	
n01916925	eng-30-01916925-n	
n01917289	eng-30-01917289-n	
n01917611	eng-30-01917611-n	
n01917882	eng-30-01917882-n	
n01918744	eng-30-01918744-n	
n01922303	eng-30-01922303-n	worm, wurm
n01922948	eng-30-01922948-n	houtworm
n01923025	eng-30-01923025-n	
n01924916	eng-30-01924916-n	platwormen, platworm
n01929186	eng-30-01929186-n	raderdiertje
n01930112	eng-30-01930112-n	nematoda, rondworm, aaltjes
n01934440	eng-30-01934440-n	
n01935176	eng-30-01935176-n	
n01936391	eng-30-01936391-n	
n01937909	eng-30-01937909-n	bloeddrinker, vampier, bloedzuiger
n01940736	eng-30-01940736-n	schaal-en schelpdieren, mollusk, schelpvis, weekdier
n01942177	eng-30-01942177-n	buikvoetigen
n01942869	eng-30-01942869-n	abalone, zeeoor
n01943899	eng-30-01943899-n	schelp, hoorn
n01944390	eng-30-01944390-n	huisjesslak, slak
n01944812	eng-30-01944812-n	wijngaardslak
n01944955	eng-30-01944955-n	
n01945143	eng-30-01945143-n	
n01945340	eng-30-01945340-n	
n01945685	eng-30-01945685-n	slak
n01945845	eng-30-01945845-n	
n01946277	eng-30-01946277-n	
n01947396	eng-30-01947396-n	kinkhoorn, ruishoorn
n01947997	eng-30-01947997-n	
n01948573	eng-30-01948573-n	napslak
n01950731	eng-30-01950731-n	
n01951274	eng-30-01951274-n	
n01952029	eng-30-01952029-n	
n01952712	eng-30-01952712-n	
n01953361	eng-30-01953361-n	geldkauri
n01955084	eng-30-01955084-n	
n01955933	eng-30-01955933-n	
n01956344	eng-30-01956344-n	
n01956481	eng-30-01956481-n	
n01956764	eng-30-01956764-n	schelp, zeeschelp
n01957335	eng-30-01957335-n	
n01958038	eng-30-01958038-n	
n01958531	eng-30-01958531-n	
n01959029	eng-30-01959029-n	
n01959492	eng-30-01959492-n	
n01959985	eng-30-01959985-n	kokkel, hartschelp, kokhaan
n01960459	eng-30-01960459-n	oester
n01963317	eng-30-01963317-n	
n01963571	eng-30-01963571-n	mossel
n01964049	eng-30-01964049-n	
n01964441	eng-30-01964441-n	
n01965889	eng-30-01965889-n	
n01968315	eng-30-01968315-n	koppotigen
n01968897	eng-30-01968897-n	
n01969726	eng-30-01969726-n	
n01971094	eng-30-01971094-n	
n01974773	eng-30-01974773-n	kreeftachtigen, schaaldier
n01975687	eng-30-01975687-n	
n01976146	eng-30-01976146-n	
n01976868	eng-30-01976868-n	
n01976957	eng-30-01976957-n	krab
n01977485	eng-30-01977485-n	
n01978287	eng-30-01978287-n	
n01978455	eng-30-01978455-n	
n01978930	eng-30-01978930-n	
n01980166	eng-30-01980166-n	
n01981276	eng-30-01981276-n	
n01981702	eng-30-01981702-n	
n01982650	eng-30-01982650-n	kreeft, zeekreeft
n01983048	eng-30-01983048-n	
n01984245	eng-30-01984245-n	
n01984695	eng-30-01984695-n	
n01985128	eng-30-01985128-n	rivierkreeft
n01986214	eng-30-01986214-n	heremiet, heremietkreeft
n01986806	eng-30-01986806-n	garnaal
n01987545	eng-30-01987545-n	garnaal, steurgarnaal
n01988203	eng-30-01988203-n	
n01988701	eng-30-01988701-n	kril, krill
n01989869	eng-30-01989869-n	
n01990800	eng-30-01990800-n	
n01991028	eng-30-01991028-n	leidekker, pissebed
n01992773	eng-30-01992773-n	
n01996585	eng-30-01996585-n	
n01997825	eng-30-01997825-n	
n01998183	eng-30-01998183-n	zeepok
n01999767	eng-30-01999767-n	
n02000954	eng-30-02000954-n	waadvogel
n02002075	eng-30-02002075-n	langbeen, ooievaar
n02002556	eng-30-02002556-n	ooievaar
n02002724	eng-30-02002724-n	
n02003037	eng-30-02003037-n	
n02003204	eng-30-02003204-n	maraboe
n02003577	eng-30-02003577-n	
n02003839	eng-30-02003839-n	
n02004131	eng-30-02004131-n	
n02004492	eng-30-02004492-n	
n02004855	eng-30-02004855-n	
n02005399	eng-30-02005399-n	
n02005790	eng-30-02005790-n	ibis
n02006063	eng-30-02006063-n	
n02006364	eng-30-02006364-n	
n02006656	eng-30-02006656-n	lepelaar
n02006985	eng-30-02006985-n	lepelaar
n02007284	eng-30-02007284-n	
n02007558	eng-30-02007558-n	flamingo
n02008041	eng-30-02008041-n	reiger
n02008497	eng-30-02008497-n	
n02008643	eng-30-02008643-n	
n02008796	eng-30-02008796-n	reiger
n02009229	eng-30-02009229-n	
n02009380	eng-30-02009380-n	
n02009508	eng-30-02009508-n	
n02009750	eng-30-02009750-n	
n02009912	eng-30-02009912-n	
n02010272	eng-30-02010272-n	
n02010453	eng-30-02010453-n	
n02010728	eng-30-02010728-n	kwak
n02011016	eng-30-02011016-n	
n02011281	eng-30-02011281-n	
n02011460	eng-30-02011460-n	roerdomp
n02011805	eng-30-02011805-n	
n02011943	eng-30-02011943-n	
n02012185	eng-30-02012185-n	
n02012849	eng-30-02012849-n	hijskraan, kraanvogel
n02013567	eng-30-02013567-n	
n02013706	eng-30-02013706-n	
n02014237	eng-30-02014237-n	
n02014524	eng-30-02014524-n	
n02014941	eng-30-02014941-n	
n02015357	eng-30-02015357-n	
n02015554	eng-30-02015554-n	
n02016358	eng-30-02016358-n	
n02016659	eng-30-02016659-n	
n02016816	eng-30-02016816-n	
n02016956	eng-30-02016956-n	
n02017725	eng-30-02017725-n	
n02018027	eng-30-02018027-n	meerkoet
n02018207	eng-30-02018207-n	
n02018368	eng-30-02018368-n	
n02018795	eng-30-02018795-n	trapgans, trap
n02019929	eng-30-02019929-n	
n02021050	eng-30-02021050-n	
n02021795	eng-30-02021795-n	zeevogel
n02022684	eng-30-02022684-n	waadvogel
n02023341	eng-30-02023341-n	kievit, plevier
n02023855	eng-30-02023855-n	
n02023992	eng-30-02023992-n	
n02024185	eng-30-02024185-n	
n02024479	eng-30-02024479-n	
n02024763	eng-30-02024763-n	kievit
n02025043	eng-30-02025043-n	
n02025239	eng-30-02025239-n	
n02025389	eng-30-02025389-n	
n02026059	eng-30-02026059-n	oeverloper
n02026629	eng-30-02026629-n	
n02026948	eng-30-02026948-n	
n02027075	eng-30-02027075-n	
n02027357	eng-30-02027357-n	
n02027492	eng-30-02027492-n	
n02027897	eng-30-02027897-n	
n02028035	eng-30-02028035-n	
n02028175	eng-30-02028175-n	
n02028342	eng-30-02028342-n	
n02028451	eng-30-02028451-n	
n02028727	eng-30-02028727-n	
n02028900	eng-30-02028900-n	
n02029087	eng-30-02029087-n	
n02029378	eng-30-02029378-n	
n02029706	eng-30-02029706-n	
n02030035	eng-30-02030035-n	
n02030287	eng-30-02030287-n	
n02030996	eng-30-02030996-n	houtsnip
n02031934	eng-30-02031934-n	snip
n02032222	eng-30-02032222-n	bokje, poelsnip, watersnip
n02032355	eng-30-02032355-n	
n02032480	eng-30-02032480-n	
n02032769	eng-30-02032769-n	
n02033041	eng-30-02033041-n	
n02033561	eng-30-02033561-n	wulp
n02034129	eng-30-02034129-n	grutto
n02034661	eng-30-02034661-n	lange benen
n02034971	eng-30-02034971-n	
n02035210	eng-30-02035210-n	
n02035402	eng-30-02035402-n	
n02036053	eng-30-02036053-n	
n02036711	eng-30-02036711-n	kluut
n02037110	eng-30-02037110-n	scholekster
n02037464	eng-30-02037464-n	
n02037869	eng-30-02037869-n	
n02038141	eng-30-02038141-n	
n02038466	eng-30-02038466-n	
n02038993	eng-30-02038993-n	
n02039171	eng-30-02039171-n	
n02040266	eng-30-02040266-n	
n02041085	eng-30-02041085-n	
n02041246	eng-30-02041246-n	meeuw
n02041678	eng-30-02041678-n	
n02041875	eng-30-02041875-n	
n02042046	eng-30-02042046-n	
n02042180	eng-30-02042180-n	lachmeeuw
n02042472	eng-30-02042472-n	
n02042759	eng-30-02042759-n	drieteenmeeuw
n02043063	eng-30-02043063-n	stern
n02043808	eng-30-02043808-n	
n02044178	eng-30-02044178-n	jager, jaeger
n02044517	eng-30-02044517-n	
n02044778	eng-30-02044778-n	jager
n02045369	eng-30-02045369-n	alk
n02045596	eng-30-02045596-n	
n02045864	eng-30-02045864-n	Alk
n02046171	eng-30-02046171-n	
n02046759	eng-30-02046759-n	zeekoet
n02046939	eng-30-02046939-n	
n02047045	eng-30-02047045-n	
n02047260	eng-30-02047260-n	
n02047614	eng-30-02047614-n	alk, papegaaiduiker
n02047975	eng-30-02047975-n	
n02048115	eng-30-02048115-n	
n02048353	eng-30-02048353-n	
n02048698	eng-30-02048698-n	
n02049532	eng-30-02049532-n	
n02050313	eng-30-02050313-n	
n02050442	eng-30-02050442-n	
