key,wordnet_id,lemma,translation
n01566645,eng-30-01566645-n,cackler,cackler
n01567133,eng-30-01567133-n,New World warbler,New World grasmus
n01567133,eng-30-01567133-n,wood warbler,Fluiter
n01567678,eng-30-01567678-n,parula warbler,parula grasmus
n01567678,eng-30-01567678-n,northern parula,noordelijke Parula
n01567678,eng-30-01567678-n,Parula americana,Parula americana
n01567879,eng-30-01567879-n,Wilson's warbler,De Grasmus van Wilson
n01567879,eng-30-01567879-n,Wilson's blackcap,Wilson's blackcap
n01567879,eng-30-01567879-n,Wilsonia pusilla,Wilsonia pusilla
n01568132,eng-30-01568132-n,flycatching warbler,flycatching grasmus
n01568720,eng-30-01568720-n,Cape May warbler,Tijgerzanger
n01568720,eng-30-01568720-n,Dendroica tigrina,Dendroica tigrina
n01568892,eng-30-01568892-n,yellow warbler,gele grasmus
n01568892,eng-30-01568892-n,golden warbler,gouden grasmus
n01568892,eng-30-01568892-n,yellowbird,gele vogel
n01568892,eng-30-01568892-n,Dendroica petechia,petechia
n01569060,eng-30-01569060-n,Blackburn,Blackburn
n01569060,eng-30-01569060-n,Blackburnian warbler,Blackburnian grasmus
n01569060,eng-30-01569060-n,Dendroica fusca,Dendroica fusca
n01569262,eng-30-01569262-n,Audubon's warbler,grasmus Audubon
n01569262,eng-30-01569262-n,Audubon warbler,Audubon grasmus
n01569262,eng-30-01569262-n,Dendroica auduboni,Dendroica auduboni
n01569423,eng-30-01569423-n,myrtle warbler,mirtezanger
n01569423,eng-30-01569423-n,myrtle bird,mirte vogel
n01569423,eng-30-01569423-n,Dendroica coronata,Dendroica coronata
n01569566,eng-30-01569566-n,blackpoll,blackpoll
n01569566,eng-30-01569566-n,Dendroica striate,Dendroica striate
n01569836,eng-30-01569836-n,New World chat,New World-chat
n01569836,eng-30-01569836-n,chat,babbelen
n01570267,eng-30-01570267-n,ovenbird,tjiftjaf
n01570267,eng-30-01570267-n,Seiurus aurocapillus,Seiurus aurocapillus
n01570421,eng-30-01570421-n,water thrush,parkesia
n01570676,eng-30-01570676-n,yellowthroat,yellowthroat
n01571904,eng-30-01571904-n,New World oriole,Nieuwe Wereld wielewaal
n01571904,eng-30-01571904-n,American oriole,American wielewaal
n01571904,eng-30-01571904-n,oriole,wielewaal
n01572328,eng-30-01572328-n,northern oriole,noordelijke Oriole
n01572328,eng-30-01572328-n,Icterus galbula,icterus galbula
n01572489,eng-30-01572489-n,Baltimore oriole,Baltimore oriole
n01572489,eng-30-01572489-n,Baltimore bird,Baltimore vogel
n01572489,eng-30-01572489-n,hangbird,hangbird
n01572489,eng-30-01572489-n,firebird,firebird
n01572489,eng-30-01572489-n,Icterus galbula galbula,Galbula Icterus galbula
n01572654,eng-30-01572654-n,Bullock's oriole,Bullock's oriole
n01572654,eng-30-01572654-n,Icterus galbula bullockii,Icterus galbula bullockii
n01572782,eng-30-01572782-n,orchard oriole,boomgaard oriole
n01572782,eng-30-01572782-n,Icterus spurius,icterus Spurius
n01573074,eng-30-01573074-n,meadowlark,meadowlark
n01573074,eng-30-01573074-n,lark,leeuwerik
n01573240,eng-30-01573240-n,eastern meadowlark,witkaakweidespreeuw
n01573240,eng-30-01573240-n,Sturnella magna,Sturnella magna
n01573360,eng-30-01573360-n,western meadowlark,western meadowlark
n01573360,eng-30-01573360-n,Sturnella neglecta,Sturnella neglecta
n01573627,eng-30-01573627-n,cacique,cacique
n01573627,eng-30-01573627-n,cazique,cazique
n01573898,eng-30-01573898-n,bobolink,bobolink
n01573898,eng-30-01573898-n,ricebird,ricebird
n01573898,eng-30-01573898-n,reedbird,reedbird
n01573898,eng-30-01573898-n,Dolichonyx oryzivorus,Dolichonyx oryzivorus
n01574045,eng-30-01574045-n,New World blackbird,Nieuwe Wereld merel
n01574045,eng-30-01574045-n,blackbird,merel
n01574390,eng-30-01574390-n,grackle,grackle
n01574390,eng-30-01574390-n,crow blackbird,kraai merel
n01574801,eng-30-01574801-n,rusty blackbird,roestige merel
n01574801,eng-30-01574801-n,rusty grackle,roestig grackle
n01574801,eng-30-01574801-n,Euphagus carilonus,Euphagus carilonus
n01575117,eng-30-01575117-n,cowbird,cowbird
n01575745,eng-30-01575745-n,Old World oriole,Oude Wereld wielewaal
n01575745,eng-30-01575745-n,oriole,wielewaal
n01577035,eng-30-01577035-n,common starling,spreeuw
n01577035,eng-30-01577035-n,Sturnus vulgaris,Sturnus vulgaris
n01577659,eng-30-01577659-n,myna,myna
n01577659,eng-30-01577659-n,mynah,mynah
n01577659,eng-30-01577659-n,mina,mina
n01577659,eng-30-01577659-n,minah,Minah
n01577659,eng-30-01577659-n,myna bird,myna vogel
n01577659,eng-30-01577659-n,mynah bird,mynahvogel
n01577941,eng-30-01577941-n,crested myna,kuifmaina
n01577941,eng-30-01577941-n,Acridotheres tristis,Acridotheres
n01578180,eng-30-01578180-n,hill myna,hill myna
n01578180,eng-30-01578180-n,Indian grackle,Indian grackle
n01578180,eng-30-01578180-n,grackle,grackle
n01578180,eng-30-01578180-n,Gracula religiosa,Gracula religiosa
n01578575,eng-30-01578575-n,corvine bird,kraaiachtige vogel
n01579729,eng-30-01579729-n,chough,kauw
n01580772,eng-30-01580772-n,New World jay,New World jay
n01581166,eng-30-01581166-n,Canada jay,Canada jay
n01581166,eng-30-01581166-n,grey jay,grijs jay
n01581166,eng-30-01581166-n,gray jay,grijs jay
n01581166,eng-30-01581166-n,camp robber,kamp rover
n01581166,eng-30-01581166-n,whisker jack,snorhaar jack
n01581166,eng-30-01581166-n,Perisoreus canadensis,Perisoreus canadensis
n01581730,eng-30-01581730-n,nutcracker,notenkraker
n01583209,eng-30-01583209-n,butcherbird,klapekster
n01583495,eng-30-01583495-n,currawong,currawong
n01583495,eng-30-01583495-n,bell magpie,bell ekster
n01583828,eng-30-01583828-n,piping crow,sulawesikraai
n01583828,eng-30-01583828-n,piping crow-shrike,sulawesikraai-klauwier
n01583828,eng-30-01583828-n,Gymnorhina tibicen,Gymnorhina tibicen
n01584695,eng-30-01584695-n,winter wren,Winterkoning
n01584695,eng-30-01584695-n,Troglodytes troglodytes,troglodytes troglodytes
n01584853,eng-30-01584853-n,house wren,huis Wren
n01584853,eng-30-01584853-n,Troglodytes aedon,holbewoners aedon
n01585121,eng-30-01585121-n,marsh wren,moeras winterkoninkje
n01585715,eng-30-01585715-n,rock wren,rots winterkoninkje
n01585715,eng-30-01585715-n,Salpinctes obsoletus,Salpinctes obsoletus
n01586374,eng-30-01586374-n,cactus wren,cactus winterkoninkje
n01587526,eng-30-01587526-n,catbird,lijster
n01587526,eng-30-01587526-n,grey catbird,grijze catbird
n01587526,eng-30-01587526-n,gray catbird,grijze catbird
n01587526,eng-30-01587526-n,Dumetella carolinensis,Dumetella carolinensis
n01587834,eng-30-01587834-n,thrasher,zeevos
n01587834,eng-30-01587834-n,mocking thrush,spottende lijster
n01588431,eng-30-01588431-n,New Zealand wren,Nieuw-Zeeland winterkoninkje
n01589286,eng-30-01589286-n,creeper,klimplant
n01589286,eng-30-01589286-n,tree creeper,boomkruiper
n01591005,eng-30-01591005-n,European nuthatch,Boomklever
n01591005,eng-30-01591005-n,Sitta europaea,Sitta europaea
n01591123,eng-30-01591123-n,red-breasted nuthatch,Red-breasted Boomklever
n01591123,eng-30-01591123-n,Sitta canadensis,Sitta canadensis
n01591301,eng-30-01591301-n,white-breasted nuthatch,white-breasted Boomklever
n01591301,eng-30-01591301-n,Sitta carolinensis,Sitta carolinensis
n01592257,eng-30-01592257-n,black-capped chickadee,Amerikaanse matkop
n01592257,eng-30-01592257-n,blackcap,blackcap
n01592257,eng-30-01592257-n,Parus atricapillus,Parus atricapillus
n01592387,eng-30-01592387-n,tufted titmouse,tufted mees
n01592387,eng-30-01592387-n,Parus bicolor,Parus bicolor
n01592540,eng-30-01592540-n,Carolina chickadee,Carolina chickadee
n01592540,eng-30-01592540-n,Parus carolinensis,Parus carolinensis
n01593028,eng-30-01593028-n,bushtit,bushtit
n01593028,eng-30-01593028-n,bush tit,struik tit
n01594004,eng-30-01594004-n,fairy bluebird,fee bluebird
n01594004,eng-30-01594004-n,bluebird,blauwe vogel
n01594787,eng-30-01594787-n,barn swallow,boerenzwaluw
n01594787,eng-30-01594787-n,chimney swallow,schoorsteen zwaluw
n01594787,eng-30-01594787-n,Hirundo rustica,Hirundo rustica
n01594968,eng-30-01594968-n,cliff swallow,klif zwaluw
n01594968,eng-30-01594968-n,Hirundo pyrrhonota,Hirundo pyrrhonota
n01595168,eng-30-01595168-n,tree swallow,tree swallow
n01595168,eng-30-01595168-n,tree martin,tree martin
n01595168,eng-30-01595168-n,Hirundo nigricans,Hirundo nigricans
n01595450,eng-30-01595450-n,white-bellied swallow,white-bellied slikken
n01595450,eng-30-01595450-n,tree swallow,tree swallow
n01595450,eng-30-01595450-n,Iridoprocne bicolor,Iridoprocne bicolor
n01595624,eng-30-01595624-n,martin,Martin
n01595974,eng-30-01595974-n,house martin,huiszwaluw
n01595974,eng-30-01595974-n,Delichon urbica,Delichon urbica
n01596273,eng-30-01596273-n,bank martin,bank martin
n01596273,eng-30-01596273-n,bank swallow,bank zwaluw
n01596273,eng-30-01596273-n,sand martin,oeverzwaluw
n01596273,eng-30-01596273-n,Riparia riparia,riparia riparia
n01596608,eng-30-01596608-n,purple martin,purperzwaluw
n01596608,eng-30-01596608-n,Progne subis,Progne Subis
n01597022,eng-30-01597022-n,wood swallow,spitsvogels
n01597022,eng-30-01597022-n,swallow shrike,slikken klauwier
n01597336,eng-30-01597336-n,tanager,tanager
n01597737,eng-30-01597737-n,scarlet tanager,scharlaken tanager
n01597737,eng-30-01597737-n,Piranga olivacea,Piranga olivacea
n01597737,eng-30-01597737-n,redbird,rode vogel
n01597737,eng-30-01597737-n,firebird,firebird
n01597906,eng-30-01597906-n,western tanager,westelijke tanager
n01597906,eng-30-01597906-n,Piranga ludoviciana,Piranga ludoviciana
n01598074,eng-30-01598074-n,summer tanager,zomer tanager
n01598074,eng-30-01598074-n,summer redbird,zomer redbird
n01598074,eng-30-01598074-n,Piranga rubra,Piranga rubra
n01598271,eng-30-01598271-n,hepatic tanager,laaglandlevertangare
n01598271,eng-30-01598271-n,Piranga flava hepatica,Piranga flava hepatica
n01598988,eng-30-01598988-n,butcherbird,klapekster
n01599159,eng-30-01599159-n,European shrike,Europese klauwier
n01599159,eng-30-01599159-n,Lanius excubitor,Lanius excubitor
n01599269,eng-30-01599269-n,northern shrike,klapekster
n01599269,eng-30-01599269-n,Lanius borealis,Lanius borealis
n01599388,eng-30-01599388-n,white-rumped shrike,wit-rumped klauwier
n01599388,eng-30-01599388-n,Lanius ludovicianus excubitorides,Lanius ludovicianus excubitorides
n01599556,eng-30-01599556-n,loggerhead shrike,loggerhead klauwier
n01599556,eng-30-01599556-n,Lanius lucovicianus,Lanius lucovicianus
n01599741,eng-30-01599741-n,migrant shrike,migrant klauwier
n01599741,eng-30-01599741-n,Lanius ludovicianus migrans,Lanius ludovicianus migrans
n01600085,eng-30-01600085-n,bush shrike,malaconotidae
n01600657,eng-30-01600657-n,bowerbird,bowerbird
n01600657,eng-30-01600657-n,catbird,lijster
n01602630,eng-30-01602630-n,vireo,vireo
n01602832,eng-30-01602832-n,red-eyed vireo,roodoogvireo
n01602832,eng-30-01602832-n,Vireo olivaceous,vireo olivaceous
n01603000,eng-30-01603000-n,solitary vireo,eenzame vireo
n01603000,eng-30-01603000-n,Vireo solitarius,vireo solitarius
n01603152,eng-30-01603152-n,blue-headed vireo,Brilvireo
n01603152,eng-30-01603152-n,Vireo solitarius solitarius,Vireo solitarius solitarius
n01603600,eng-30-01603600-n,waxwing,waxwing
n01603812,eng-30-01603812-n,cedar waxwing,ceder waxwing
n01603812,eng-30-01603812-n,cedarbird,cedarbird
n01603812,eng-30-01603812-n,Bombycilla cedrorun,Bombycilla cedrorun
n01604968,eng-30-01604968-n,Accipitriformes,Accipitriformes
n01604968,eng-30-01604968-n,order Accipitriformes,Om Accipitriformes
n01606672,eng-30-01606672-n,sparrow hawk,sperwer
n01606672,eng-30-01606672-n,Accipiter nisus,Accipiter nisus
n01606809,eng-30-01606809-n,Cooper's hawk,Cooper's hawk
n01606809,eng-30-01606809-n,blue darter,blue darter
n01606809,eng-30-01606809-n,Accipiter cooperii,Accipiter cooperii
n01607429,eng-30-01607429-n,redtail,rode staart
n01607429,eng-30-01607429-n,red-tailed hawk,Roodstaartbuizerd
n01607429,eng-30-01607429-n,Buteo jamaicensis,Buteo jamaicensis
n01607600,eng-30-01607600-n,rough-legged hawk,ruigpootbuizerd
n01607600,eng-30-01607600-n,roughleg,roughleg
n01607600,eng-30-01607600-n,Buteo lagopus,Buteo lagopus
n01607812,eng-30-01607812-n,red-shouldered hawk,Roodschouderbuizerd
n01607812,eng-30-01607812-n,Buteo lineatus,Buteo lineatus
n01608265,eng-30-01608265-n,honey buzzard,wespendief
n01608265,eng-30-01608265-n,Pernis apivorus,Pernis apivorus
n01608432,eng-30-01608432-n,kite,vlieger
n01608814,eng-30-01608814-n,black kite,zwarte wouw
n01608814,eng-30-01608814-n,Milvus migrans,Milvus migrans
n01609062,eng-30-01609062-n,swallow-tailed kite,zwaluwstaartwouw
n01609062,eng-30-01609062-n,swallow-tailed hawk,slikken staart hawk
n01609062,eng-30-01609062-n,Elanoides forficatus,Elanoides forficatus
n01609391,eng-30-01609391-n,white-tailed kite,Amerikaanse grijze wouw
n01609391,eng-30-01609391-n,Elanus leucurus,Elanus leucurus
n01609956,eng-30-01609956-n,marsh harrier,Bruine kiekendief
n01609956,eng-30-01609956-n,Circus Aeruginosus,Circus aeruginosus
n01610100,eng-30-01610100-n,Montagu's harrier,Grauwe kiekendief
n01610100,eng-30-01610100-n,Circus pygargus,Circus pygargus
n01610226,eng-30-01610226-n,marsh hawk,moeras havik
n01610226,eng-30-01610226-n,northern harrier,Blauwe Kiekendief
n01610226,eng-30-01610226-n,hen harrier,blauwe kiekendief
n01610226,eng-30-01610226-n,Circus cyaneus,Circus cyaneus
n01610552,eng-30-01610552-n,harrier eagle,kiekendief adelaar
n01610552,eng-30-01610552-n,short-toed eagle,slangenarend
n01612275,eng-30-01612275-n,pigeon hawk,duif havik
n01612275,eng-30-01612275-n,merlin,merlin
n01612275,eng-30-01612275-n,Falco columbarius,Falco columbarius
n01612476,eng-30-01612476-n,hobby,hobby
n01612476,eng-30-01612476-n,Falco subbuteo,Falco subbuteo
n01612628,eng-30-01612628-n,caracara,caracara
n01613615,eng-30-01613615-n,young bird,jonge vogel
n01614556,eng-30-01614556-n,tawny eagle,getaande adelaar
n01614556,eng-30-01614556-n,Aquila rapax,Aquila rapax
n01614925,eng-30-01614925-n,bald eagle,bald eagle
n01614925,eng-30-01614925-n,American eagle,Amerikaanse zeearend
n01614925,eng-30-01614925-n,Haliaeetus leucocephalus,Haliaeetus leucocephalus
n01615121,eng-30-01615121-n,sea eagle,zee Arend
n01615303,eng-30-01615303-n,Kamchatkan sea eagle,Kamchatkan zeearend
n01615303,eng-30-01615303-n,Stellar's sea eagle,Stellar zeearend
n01615303,eng-30-01615303-n,Haliaeetus pelagicus,Haliaeetus pelagicus
n01615458,eng-30-01615458-n,ern,ern
n01615458,eng-30-01615458-n,erne,erne
n01615458,eng-30-01615458-n,grey sea eagle,grijs zeearend
n01615458,eng-30-01615458-n,gray sea eagle,grijs zeearend
n01615458,eng-30-01615458-n,European sea eagle,Europese zeearend
n01615458,eng-30-01615458-n,white-tailed sea eagle,white-tailed zeearend
n01615458,eng-30-01615458-n,Haliatus albicilla,Haliatus albicilla
n01615703,eng-30-01615703-n,fishing eagle,vissen eagle
n01615703,eng-30-01615703-n,Haliaeetus leucorhyphus,Haliaeetus leucorhyphus
n01617766,eng-30-01617766-n,Egyptian vulture,aasgier
n01617766,eng-30-01617766-n,Pharaoh's chicken,Pharaoh's chicken
n01617766,eng-30-01617766-n,Neophron percnopterus,Neophron percnopterus
n01618082,eng-30-01618082-n,black vulture,zwarte gier
n01618082,eng-30-01618082-n,Aegypius monachus,Aegypius monachus
n01618503,eng-30-01618503-n,secretary bird,secretarisvogel
n01618503,eng-30-01618503-n,Sagittarius serpentarius,Boogschutter serpentarius
n01618922,eng-30-01618922-n,New World vulture,Nieuwe Wereld gier
n01618922,eng-30-01618922-n,cathartid,cathartid
n01619536,eng-30-01619536-n,condor,condor
n01619835,eng-30-01619835-n,Andean condor,Andes-condor
n01619835,eng-30-01619835-n,Vultur gryphus,Vultur gryphus
n01620135,eng-30-01620135-n,California condor,California condor
n01620135,eng-30-01620135-n,Gymnogyps californianus,Gymnogyps californianus
n01622352,eng-30-01622352-n,horned owl,gehoornde uil
n01622779,eng-30-01622779-n,great grey owl,grote grijze uil
n01622779,eng-30-01622779-n,great gray owl,grote grijze uil
n01622779,eng-30-01622779-n,Strix nebulosa,Strix nebulosa
n01623110,eng-30-01623110-n,barred owl,gestreepte Bosuil
n01623110,eng-30-01623110-n,Strix varia,varia Strix
n01623425,eng-30-01623425-n,screech owl,kerkuil
n01623425,eng-30-01623425-n,Otus asio,Otus asio
n01623615,eng-30-01623615-n,screech owl,kerkuil
n01623706,eng-30-01623706-n,scops owl,Dwergooruil
n01623880,eng-30-01623880-n,spotted owl,bevlekte uil
n01623880,eng-30-01623880-n,Strix occidentalis,Strix occidentalis
n01624305,eng-30-01624305-n,hoot owl,krasgeluiduil
n01628770,eng-30-01628770-n,urodele,Urodela
n01628770,eng-30-01628770-n,caudate,met staart
n01629819,eng-30-01629819-n,European fire salamander,European fire salamander
n01629819,eng-30-01629819-n,Salamandra salamandra,salamandra salamandra
n01629962,eng-30-01629962-n,spotted salamander,bevlekte salamander
n01629962,eng-30-01629962-n,fire salamander,vuursalamander
n01629962,eng-30-01629962-n,Salamandra maculosa,Salamandra maculosa
n01630148,eng-30-01630148-n,alpine salamander,alpenlandsalamander
n01630148,eng-30-01630148-n,Salamandra atra,salamandra atra
n01630670,eng-30-01630670-n,common newt,gemeenschappelijke newt
n01630670,eng-30-01630670-n,Triturus vulgaris,Triturus vulgaris
n01630901,eng-30-01630901-n,red eft,rood eft
n01630901,eng-30-01630901-n,Notophthalmus viridescens,Notophthalmus viridescens
n01631175,eng-30-01631175-n,Pacific newt,Pacific newt
n01631663,eng-30-01631663-n,eft,eft
n01632308,eng-30-01632308-n,mole salamander,ambystoma
n01632308,eng-30-01632308-n,Ambystoma talpoideum,molsalamander
n01632458,eng-30-01632458-n,spotted salamander,bevlekte salamander
n01632458,eng-30-01632458-n,Ambystoma maculatum,Ambystoma maculatum
n01632601,eng-30-01632601-n,tiger salamander,tijger salamander
n01632601,eng-30-01632601-n,Ambystoma tigrinum,Ambystoma tigrinum
n01633406,eng-30-01633406-n,hellbender,boemelaar
n01633406,eng-30-01633406-n,mud puppy,modder puppy
n01633406,eng-30-01633406-n,Cryptobranchus alleganiensis,Cryptobranchus alleganiensis
n01633781,eng-30-01633781-n,giant salamander,reuzesalamander
n01633781,eng-30-01633781-n,Megalobatrachus maximus,Megalobatrachus maximus
n01635027,eng-30-01635027-n,dicamptodon,dicamptodon
n01635027,eng-30-01635027-n,dicamptodontid,dicamptodontid
n01635176,eng-30-01635176-n,Pacific giant salamander,Dicamptodon
n01635176,eng-30-01635176-n,Dicamptodon ensatus,Dicamptodon ensatus
n01636127,eng-30-01636127-n,lungless salamander,longloze salamanders
n01636127,eng-30-01636127-n,plethodont,plethodont
n01636352,eng-30-01636352-n,eastern red-backed salamander,oostelijk rood-backed salamander
n01636352,eng-30-01636352-n,Plethodon cinereus,Plethodon cinereus
n01636829,eng-30-01636829-n,dusky salamander,schemerige salamander
n01637112,eng-30-01637112-n,climbing salamander,klimmen salamander
n01637615,eng-30-01637615-n,slender salamander,slanke salamanders
n01637615,eng-30-01637615-n,worm salamander,worm salamander
n01637932,eng-30-01637932-n,web-toed salamander,-Web toed salamander
