key	wordnet_id	synonyms	provenance
n01573360	eng-30-01573360-n	western meadowlark, Sturnella neglecta	google_translate
n01573627	eng-30-01573627-n	cacique, cazique	google_translate
n01573898	eng-30-01573898-n	bobolink, ricebird, reedbird, Dolichonyx oryzivorus	google_translate
n01574045	eng-30-01574045-n	Nieuwe Wereld merel, merel	google_translate
n01574390	eng-30-01574390-n	grackle, kraai merel	google_translate
n01574801	eng-30-01574801-n	roestige merel, roestig grackle, Euphagus carilonus	google_translate
n01575117	eng-30-01575117-n	cowbird	google_translate
n01575401	eng-30-01575401-n	koperwiek	odwn
n01575745	eng-30-01575745-n	Oude Wereld wielewaal, wielewaal	google_translate
n01576695	eng-30-01576695-n	spreeuw	odwn
n01577035	eng-30-01577035-n	spreeuw, Sturnus vulgaris	google_translate
n01577659	eng-30-01577659-n	myna, mynah, mina, Minah, myna vogel, mynahvogel	google_translate
n01577941	eng-30-01577941-n	kuifmaina, Acridotheres	google_translate
n01578180	eng-30-01578180-n	hill myna, Indian grackle, grackle, Gracula religiosa	google_translate
n01578575	eng-30-01578575-n	kraaiachtige vogel	google_translate
n01579028	eng-30-01579028-n	kraai	odwn
n01579260	eng-30-01579260-n	raaf	odwn
n01579410	eng-30-01579410-n	roek	odwn
n01579578	eng-30-01579578-n	kauw	odwn
n01579729	eng-30-01579729-n	kauw	google_translate
n01580077	eng-30-01580077-n	Vlaamse gaai, gaai	odwn
n01580772	eng-30-01580772-n	New World jay	google_translate
n01581166	eng-30-01581166-n	Canada jay, grijs jay, grijs jay, kamp rover, snorhaar jack, Perisoreus canadensis	google_translate
n01581730	eng-30-01581730-n	notenkraker	google_translate
n01582220	eng-30-01582220-n	ekster	odwn
n01582856	eng-30-01582856-n	zwartrugfluitvogel	odwn
n01583209	eng-30-01583209-n	klapekster	google_translate
n01583495	eng-30-01583495-n	currawong, bell ekster	google_translate
n01583828	eng-30-01583828-n	sulawesikraai, sulawesikraai-klauwier, Gymnorhina tibicen	google_translate
n01584225	eng-30-01584225-n	winterkoninkje	odwn
n01584695	eng-30-01584695-n	Winterkoning, troglodytes troglodytes	google_translate
n01584853	eng-30-01584853-n	huis Wren, holbewoners aedon	google_translate
n01585121	eng-30-01585121-n	moeras winterkoninkje	google_translate
n01585715	eng-30-01585715-n	rots winterkoninkje, Salpinctes obsoletus	google_translate
n01586020	eng-30-01586020-n	Carolina-winterkoning	odwn
n01586374	eng-30-01586374-n	cactus winterkoninkje	google_translate
n01586941	eng-30-01586941-n	spotvogel	odwn
n01587526	eng-30-01587526-n	lijster, grijze catbird, grijze catbird, Dumetella carolinensis	google_translate
n01587834	eng-30-01587834-n	zeevos, spottende lijster	google_translate
n01588431	eng-30-01588431-n	Nieuw-Zeeland winterkoninkje	google_translate
n01589286	eng-30-01589286-n	klimplant, boomkruiper	google_translate
n01591005	eng-30-01591005-n	Boomklever, Sitta europaea	google_translate
n01591123	eng-30-01591123-n	Red-breasted Boomklever, Sitta canadensis	google_translate
n01591301	eng-30-01591301-n	white-breasted Boomklever, Sitta carolinensis	google_translate
n01591697	eng-30-01591697-n	mees	odwn
n01592084	eng-30-01592084-n	mees	odwn
n01592257	eng-30-01592257-n	Amerikaanse matkop, blackcap, Parus atricapillus	google_translate
n01592387	eng-30-01592387-n	tufted mees, Parus bicolor	google_translate
n01592540	eng-30-01592540-n	Carolina chickadee, Parus carolinensis	google_translate
n01592694	eng-30-01592694-n	pimpelmees	odwn
n01593028	eng-30-01593028-n	bushtit, struik tit	google_translate
n01593553	eng-30-01593553-n	Verdin	odwn
n01594004	eng-30-01594004-n	fee bluebird, blauwe vogel	google_translate
n01594372	eng-30-01594372-n	zwaluw	odwn
n01594787	eng-30-01594787-n	boerenzwaluw, schoorsteen zwaluw, Hirundo rustica	google_translate
n01594968	eng-30-01594968-n	klif zwaluw, Hirundo pyrrhonota	google_translate
n01595168	eng-30-01595168-n	tree swallow, tree martin, Hirundo nigricans	google_translate
n01595450	eng-30-01595450-n	white-bellied slikken, tree swallow, Iridoprocne bicolor	google_translate
n01595624	eng-30-01595624-n	Martin	google_translate
n01595974	eng-30-01595974-n	huiszwaluw, Delichon urbica	google_translate
n01596273	eng-30-01596273-n	bank martin, bank zwaluw, oeverzwaluw, riparia riparia	google_translate
n01596608	eng-30-01596608-n	purperzwaluw, Progne Subis	google_translate
n01597022	eng-30-01597022-n	spitsvogels, slikken klauwier	google_translate
n01597336	eng-30-01597336-n	tanager	google_translate
n01597737	eng-30-01597737-n	scharlaken tanager, Piranga olivacea, rode vogel, firebird	google_translate
n01597906	eng-30-01597906-n	westelijke tanager, Piranga ludoviciana	google_translate
n01598074	eng-30-01598074-n	zomer tanager, zomer redbird, Piranga rubra	google_translate
n01598271	eng-30-01598271-n	laaglandlevertangare, Piranga flava hepatica	google_translate
n01598588	eng-30-01598588-n	klauwier	odwn
n01598988	eng-30-01598988-n	klapekster	google_translate
n01599159	eng-30-01599159-n	Europese klauwier, Lanius excubitor	google_translate
n01599269	eng-30-01599269-n	klapekster, Lanius borealis	google_translate
n01599388	eng-30-01599388-n	wit-rumped klauwier, Lanius ludovicianus excubitorides	google_translate
n01599556	eng-30-01599556-n	loggerhead klauwier, Lanius lucovicianus	google_translate
n01599741	eng-30-01599741-n	migrant klauwier, Lanius ludovicianus migrans	google_translate
n01600085	eng-30-01600085-n	malaconotidae	google_translate
n01600657	eng-30-01600657-n	bowerbird, lijster	google_translate
n01601694	eng-30-01601694-n	waterspreeuw	odwn
n01602630	eng-30-01602630-n	vireo	google_translate
n01602832	eng-30-01602832-n	roodoogvireo, vireo olivaceous	google_translate
n01603000	eng-30-01603000-n	eenzame vireo, vireo solitarius	google_translate
n01603152	eng-30-01603152-n	Brilvireo, Vireo solitarius solitarius	google_translate
n01603600	eng-30-01603600-n	waxwing	google_translate
n01603812	eng-30-01603812-n	ceder waxwing, cedarbird, Bombycilla cedrorun	google_translate
n01603953	eng-30-01603953-n	pestvogel	odwn
n01604330	eng-30-01604330-n	roofvogel	odwn
n01604968	eng-30-01604968-n	Accipitriformes, Om Accipitriformes	google_translate
n01605630	eng-30-01605630-n	havik	odwn
n01606097	eng-30-01606097-n	vanvalk, nesteling	odwn
n01606177	eng-30-01606177-n	tersel	odwn
n01606522	eng-30-01606522-n	havik	odwn
n01606672	eng-30-01606672-n	sperwer, Accipiter nisus	google_translate
n01606809	eng-30-01606809-n	Cooper's hawk, blue darter, Accipiter cooperii	google_translate
n01607429	eng-30-01607429-n	rode staart, Roodstaartbuizerd, Buteo jamaicensis	google_translate
n01607600	eng-30-01607600-n	ruigpootbuizerd, roughleg, Buteo lagopus	google_translate
n01607812	eng-30-01607812-n	Roodschouderbuizerd, Buteo lineatus	google_translate
n01607962	eng-30-01607962-n	buizerd	odwn
n01608265	eng-30-01608265-n	wespendief, Pernis apivorus	google_translate
n01608432	eng-30-01608432-n	vlieger	google_translate
n01608814	eng-30-01608814-n	zwarte wouw, Milvus migrans	google_translate
n01609062	eng-30-01609062-n	zwaluwstaartwouw, slikken staart hawk, Elanoides forficatus	google_translate
n01609391	eng-30-01609391-n	Amerikaanse grijze wouw, Elanus leucurus	google_translate
n01609751	eng-30-01609751-n	kiekendief	odwn
n01609956	eng-30-01609956-n	Bruine kiekendief, Circus aeruginosus	google_translate
n01610100	eng-30-01610100-n	Grauwe kiekendief, Circus pygargus	google_translate
n01610226	eng-30-01610226-n	moeras havik, Blauwe Kiekendief, blauwe kiekendief, Circus cyaneus	google_translate
n01610552	eng-30-01610552-n	kiekendief adelaar, slangenarend	google_translate
n01610955	eng-30-01610955-n	valk	odwn
n01611472	eng-30-01611472-n	slechtvalk	odwn
n01611800	eng-30-01611800-n	giervalk	odwn
n01611969	eng-30-01611969-n	valk, torenvalk	odwn
n01612122	eng-30-01612122-n	Amerikaanse torenvalk, torenvalk	odwn
n01612275	eng-30-01612275-n	duif havik, merlin, Falco columbarius	google_translate
n01612476	eng-30-01612476-n	hobby, Falco subbuteo	google_translate
n01612628	eng-30-01612628-n	caracara	google_translate
n01613294	eng-30-01613294-n	adelaar, arend	odwn
n01613615	eng-30-01613615-n	jonge vogel	google_translate
n01613807	eng-30-01613807-n	jonge arend, adelaarsjong	odwn
n01614038	eng-30-01614038-n	harpij	odwn
n01614343	eng-30-01614343-n	steenarend	odwn
n01614556	eng-30-01614556-n	getaande adelaar, Aquila rapax	google_translate
n01614925	eng-30-01614925-n	bald eagle, Amerikaanse zeearend, Haliaeetus leucocephalus	google_translate
n01615121	eng-30-01615121-n	zee Arend	google_translate
n01615303	eng-30-01615303-n	Kamchatkan zeearend, Stellar zeearend, Haliaeetus pelagicus	google_translate
n01615458	eng-30-01615458-n	ern, erne, grijs zeearend, grijs zeearend, Europese zeearend, white-tailed zeearend, Haliatus albicilla	google_translate
n01615703	eng-30-01615703-n	vissen eagle, Haliaeetus leucorhyphus	google_translate
n01616086	eng-30-01616086-n	visarend	odwn
n01616318	eng-30-01616318-n	gier	odwn
n01617095	eng-30-01617095-n	vale gier	odwn
n01617443	eng-30-01617443-n	lammergier	odwn
n01617766	eng-30-01617766-n	aasgier, Pharaoh's chicken, Neophron percnopterus	google_translate
n01618082	eng-30-01618082-n	zwarte gier, Aegypius monachus	google_translate
n01618503	eng-30-01618503-n	secretarisvogel, Boogschutter serpentarius	google_translate
n01618922	eng-30-01618922-n	Nieuwe Wereld gier, cathartid	google_translate
n01619310	eng-30-01619310-n	buizerd	odwn
n01619536	eng-30-01619536-n	condor	google_translate
n01619835	eng-30-01619835-n	Andes-condor, Vultur gryphus	google_translate
n01620135	eng-30-01620135-n	California condor, Gymnogyps californianus	google_translate
n01620414	eng-30-01620414-n	monniksgier, zwarte kraai	odwn
n01620735	eng-30-01620735-n	koningsgier	odwn
n01621127	eng-30-01621127-n	uil	odwn
n01621635	eng-30-01621635-n	uilskuiken	odwn
n01622120	eng-30-01622120-n	steenuil	odwn
n01622352	eng-30-01622352-n	gehoornde uil	google_translate
n01622779	eng-30-01622779-n	grote grijze uil, grote grijze uil, Strix nebulosa	google_translate
n01622959	eng-30-01622959-n	bosuil	odwn
n01623110	eng-30-01623110-n	gestreepte Bosuil, varia Strix	google_translate
n01623425	eng-30-01623425-n	kerkuil, Otus asio	google_translate
n01623615	eng-30-01623615-n	kerkuil	google_translate
n01623706	eng-30-01623706-n	Dwergooruil	google_translate
n01623880	eng-30-01623880-n	bevlekte uil, Strix occidentalis	google_translate
n01624305	eng-30-01624305-n	krasgeluiduil	google_translate
n01624537	eng-30-01624537-n	sperweruil, valkuil	odwn
n01624833	eng-30-01624833-n	ransuil	odwn
n01625562	eng-30-01625562-n	kerkuil	odwn
n01627424	eng-30-01627424-n	amfibieën, amfibie	odwn
n01628770	eng-30-01628770-n	Urodela, met staart	google_translate
n01629276	eng-30-01629276-n	salamander, salamanders	odwn
n01629819	eng-30-01629819-n	European fire salamander, salamandra salamandra	google_translate
n01629962	eng-30-01629962-n	bevlekte salamander, vuursalamander, Salamandra maculosa	google_translate
n01630148	eng-30-01630148-n	alpenlandsalamander, salamandra atra	google_translate
n01630284	eng-30-01630284-n	watersalamander, salamander, pleurodelinae	odwn
n01630670	eng-30-01630670-n	gemeenschappelijke newt, Triturus vulgaris	google_translate
n01630901	eng-30-01630901-n	rood eft, Notophthalmus viridescens	google_translate
n01631175	eng-30-01631175-n	Pacific newt	google_translate
n01631663	eng-30-01631663-n	eft	google_translate
n01632308	eng-30-01632308-n	ambystoma, molsalamander	google_translate
n01632458	eng-30-01632458-n	bevlekte salamander, Ambystoma maculatum	google_translate
n01632601	eng-30-01632601-n	tijger salamander, Ambystoma tigrinum	google_translate
n01632777	eng-30-01632777-n	axolotl	odwn
n01633406	eng-30-01633406-n	boemelaar, modder puppy, Cryptobranchus alleganiensis	google_translate
n01633781	eng-30-01633781-n	reuzesalamander, Megalobatrachus maximus	google_translate
n01635027	eng-30-01635027-n	dicamptodon, dicamptodontid	google_translate
n01635176	eng-30-01635176-n	Dicamptodon, Dicamptodon ensatus	google_translate
n01636127	eng-30-01636127-n	longloze salamanders, plethodont	google_translate
n01636352	eng-30-01636352-n	oostelijk rood-backed salamander, Plethodon cinereus	google_translate
n01636829	eng-30-01636829-n	schemerige salamander	google_translate
n01637112	eng-30-01637112-n	klimmen salamander	google_translate
n01637615	eng-30-01637615-n	slanke salamanders, worm salamander	google_translate
n01637932	eng-30-01637932-n	-Web toed salamander	google_translate
n01639765	eng-30-01639765-n	kikvors, kikker, pad	odwn
n01640846	eng-30-01640846-n	echte kikkers, ranid	google_translate
n01641206	eng-30-01641206-n	wood-kikker, houten kikker, Rana sylvatica	google_translate
n01641391	eng-30-01641391-n	luipaardkikker, lente kikker, Rana pipiens	google_translate
n01641577	eng-30-01641577-n	brulkikker	odwn
n01641739	eng-30-01641739-n	groene kikker, lente kikker, Rana clamitans	google_translate
n01641930	eng-30-01641930-n	cascades kikker, Rana cascadae	google_translate
n01642257	eng-30-01642257-n	pickerel kikker, Rana palustris	google_translate
n01642539	eng-30-01642539-n	bruine kikker, Rana temporaria	google_translate
n01643507	eng-30-01643507-n	barking frog, rover kikker, Hylactophryne augusti	google_translate
n01643896	eng-30-01643896-n	crapaud, Zuid-Amerikaanse brulkikker, leptodactylus pentadactylus	google_translate
n01644373	eng-30-01644373-n	boomkikvors	odwn
n01644900	eng-30-01644900-n	ascaphus, bell pad, geribbelde pad, tailed pad, Ascaphus trui	google_translate
n01645776	eng-30-01645776-n	padden	google_translate
n01646292	eng-30-01646292-n	bufo	google_translate
n01646388	eng-30-01646388-n	agua, agua pad, Bufo marinus	google_translate
n01646555	eng-30-01646555-n	Europese pad, Bufo bufo	google_translate
n01646648	eng-30-01646648-n	rugstreeppad, Bufo calamita	google_translate
n01646802	eng-30-01646802-n	Amerikaanse pad, Bufo americanus	google_translate
n01646902	eng-30-01646902-n	Eurasian groene pad, Bufo viridis	google_translate
n01647303	eng-30-01647303-n	Texas pad, Bufo speciosus	google_translate
n01647466	eng-30-01647466-n	zuidwestelijke pad, Bufo microscaphus	google_translate
n01647640	eng-30-01647640-n	noordelijke pad, Bufo Boreas	google_translate
n01648139	eng-30-01648139-n	obstetrische pad, vroedmeesterpad, Alytes obstetricans	google_translate
n01648356	eng-30-01648356-n	vroedmeesterpad, Alytes cisternasi	google_translate
n01648620	eng-30-01648620-n	Vuurbuikpadden, Bombina bombina	google_translate
n01649170	eng-30-01649170-n	spadefoot, knoflookpad	google_translate
n01650167	eng-30-01650167-n	boomkikvors	odwn
n01650690	eng-30-01650690-n	peeper van de lente, Hyla kruisbloemige	google_translate
n01650901	eng-30-01650901-n	Pacific boom pad, Hyla regilla	google_translate
n01651059	eng-30-01651059-n	canyon treefrog, Hyla arenicolor	google_translate
n01651487	eng-30-01651487-n	krekelkikkers	google_translate
n01652026	eng-30-01652026-n	pseudacris	google_translate
n01653223	eng-30-01653223-n	oostelijke smalbekkikker, gastrophryne carolinensis	google_translate
n01653773	eng-30-01653773-n	zonder tong kikker	google_translate
n01654863	eng-30-01654863-n	Zuid-Amerikaanse gif pad	google_translate
n01655344	eng-30-01655344-n	caecilian, hazelworm	google_translate
n01661091	eng-30-01661091-n	reptielen, reptiel	odwn
n01661592	eng-30-01661592-n	anapsida, anapsida reptiel	google_translate
n01663401	eng-30-01663401-n	zeeschildpad	odwn
n01663782	eng-30-01663782-n	groene schildpad, cheloniamydas	google_translate
n01664065	eng-30-01664065-n	onechte, onechte karetschildpad, Caretta Caretta	google_translate
n01664369	eng-30-01664369-n	Ridley	google_translate
n01664492	eng-30-01664492-n	Atlantic Ridley, bastard ridley, bastard schildpad, Lepidochelys kempii	google_translate
n01664674	eng-30-01664674-n	Pacific Ridley, olive Ridley, Lepidochelys olivacea	google_translate
n01664990	eng-30-01664990-n	karetschildpad	odwn
n01665541	eng-30-01665541-n	lederschildpad, lederschildpad, leerachtige schildpad, Dermochelys coriacea	google_translate
n01665932	eng-30-01665932-n	bijtschildpad	google_translate
n01667114	eng-30-01667114-n	modderschildpad	google_translate
n01667778	eng-30-01667778-n	moerasschildpad	odwn
n01668436	eng-30-01668436-n	rood-doen zwellen terrapin, rood-doen zwellen schildpad, redbelly, Pseudemys rubriventris	google_translate
n01668665	eng-30-01668665-n	schuif, geel-bellied terrapin, Pseudemys scripta	google_translate
n01668892	eng-30-01668892-n	cooter, Hieroglyfen, Pseudemys concinna	google_translate
n01669191	eng-30-01669191-n	doosschildpad, doos schildpad	google_translate
n01669654	eng-30-01669654-n	geschilderde schildpad, callagurschildpad, geschilderde schildpad, Chrysemys picta	google_translate
n01670092	eng-30-01670092-n	schildpad	odwn
n01670535	eng-30-01670535-n	Europese schildpad, Testudo graeca	google_translate
n01670802	eng-30-01670802-n	reuzenschildpad	google_translate
n01671125	eng-30-01671125-n	gopherschildpad, gopher schildpad, gopher, gopherus polypemus	google_translate
n01671479	eng-30-01671479-n	woestijnschildpad, gopherus agassizii	google_translate
n01671705	eng-30-01671705-n	texasschildpad	google_translate
n01672032	eng-30-01672032-n	soft-dop schildpad, pannenkoek schildpad	google_translate
