original	pos	offset	synset_name	lemma
n01610100	n	1610100	montagu's_harrier.n.01	Montagu's_harrier
n01610226	n	1610226	marsh_hawk.n.01	marsh_hawk
n01610552	n	1610552	harrier_eagle.n.01	harrier_eagle
n01610955	n	1610955	falcon.n.01	falcon
n01611472	n	1611472	peregrine.n.01	peregrine
n01611800	n	1611800	gyrfalcon.n.01	gyrfalcon
n01611969	n	1611969	kestrel.n.02	kestrel
n01612122	n	1612122	sparrow_hawk.n.01	sparrow_hawk
n01612275	n	1612275	pigeon_hawk.n.01	pigeon_hawk
n01612476	n	1612476	hobby.n.03	hobby
n01612628	n	1612628	caracara.n.01	caracara
n01613294	n	1613294	eagle.n.01	eagle
n01613615	n	1613615	young_bird.n.01	young_bird
n01613807	n	1613807	eaglet.n.01	eaglet
n01614038	n	1614038	harpy.n.04	harpy
n01614343	n	1614343	golden_eagle.n.01	golden_eagle
n01614556	n	1614556	tawny_eagle.n.01	tawny_eagle
n01614925	n	1614925	bald_eagle.n.01	bald_eagle
n01615121	n	1615121	sea_eagle.n.02	sea_eagle
n01615303	n	1615303	kamchatkan_sea_eagle.n.01	Kamchatkan_sea_eagle
n01615458	n	1615458	ern.n.01	ern
n01615703	n	1615703	fishing_eagle.n.01	fishing_eagle
n01616086	n	1616086	osprey.n.01	osprey
n01616318	n	1616318	vulture.n.01	vulture
n01617095	n	1617095	griffon_vulture.n.01	griffon_vulture
n01617443	n	1617443	bearded_vulture.n.01	bearded_vulture
n01617766	n	1617766	egyptian_vulture.n.01	Egyptian_vulture
n01618082	n	1618082	black_vulture.n.02	black_vulture
n01618503	n	1618503	secretary_bird.n.01	secretary_bird
n01618922	n	1618922	new_world_vulture.n.01	New_World_vulture
n01619310	n	1619310	buzzard.n.01	buzzard
n01619536	n	1619536	condor.n.01	condor
n01619835	n	1619835	andean_condor.n.01	Andean_condor
n01620135	n	1620135	california_condor.n.01	California_condor
n01620414	n	1620414	black_vulture.n.01	black_vulture
n01620735	n	1620735	king_vulture.n.01	king_vulture
n01621127	n	1621127	owl.n.01	owl
n01621635	n	1621635	owlet.n.01	owlet
n01622120	n	1622120	little_owl.n.01	little_owl
n01622352	n	1622352	horned_owl.n.01	horned_owl
n01622779	n	1622779	great_grey_owl.n.01	great_grey_owl
n01622959	n	1622959	tawny_owl.n.01	tawny_owl
n01623110	n	1623110	barred_owl.n.01	barred_owl
n01623425	n	1623425	screech_owl.n.02	screech_owl
n01623615	n	1623615	screech_owl.n.01	screech_owl
n01623706	n	1623706	scops_owl.n.01	scops_owl
n01623880	n	1623880	spotted_owl.n.01	spotted_owl
n01624305	n	1624305	hoot_owl.n.01	hoot_owl
n01624537	n	1624537	hawk_owl.n.01	hawk_owl
n01624833	n	1624833	long-eared_owl.n.01	long-eared_owl
n01625562	n	1625562	barn_owl.n.01	barn_owl
n01627424	n	1627424	amphibian.n.03	amphibian
n01628770	n	1628770	urodele.n.01	urodele
n01629276	n	1629276	salamander.n.01	salamander
n01629819	n	1629819	european_fire_salamander.n.01	European_fire_salamander
n01629962	n	1629962	spotted_salamander.n.02	spotted_salamander
n01630148	n	1630148	alpine_salamander.n.01	alpine_salamander
n01630284	n	1630284	newt.n.01	newt
n01630670	n	1630670	common_newt.n.01	common_newt
n01630901	n	1630901	red_eft.n.01	red_eft
n01631175	n	1631175	pacific_newt.n.01	Pacific_newt
n01631663	n	1631663	eft.n.01	eft
n01632308	n	1632308	mole_salamander.n.01	mole_salamander
n01632458	n	1632458	spotted_salamander.n.01	spotted_salamander
n01632601	n	1632601	tiger_salamander.n.01	tiger_salamander
n01632777	n	1632777	axolotl.n.01	axolotl
n01633406	n	1633406	hellbender.n.01	hellbender
n01633781	n	1633781	giant_salamander.n.01	giant_salamander
n01635027	n	1635027	dicamptodon.n.01	dicamptodon
n01635176	n	1635176	pacific_giant_salamander.n.01	Pacific_giant_salamander
n01636127	n	1636127	lungless_salamander.n.01	lungless_salamander
n01636352	n	1636352	eastern_red-backed_salamander.n.01	eastern_red-backed_salamander
n01636829	n	1636829	dusky_salamander.n.01	dusky_salamander
n01637112	n	1637112	climbing_salamander.n.01	climbing_salamander
n01637615	n	1637615	slender_salamander.n.01	slender_salamander
n01637932	n	1637932	web-toed_salamander.n.01	web-toed_salamander
n01639765	n	1639765	frog.n.01	frog
n01640846	n	1640846	true_frog.n.01	true_frog
n01641206	n	1641206	wood-frog.n.01	wood-frog
n01641391	n	1641391	leopard_frog.n.01	leopard_frog
n01641577	n	1641577	bullfrog.n.01	bullfrog
n01641739	n	1641739	green_frog.n.01	green_frog
n01641930	n	1641930	cascades_frog.n.01	cascades_frog
n01642257	n	1642257	pickerel_frog.n.01	pickerel_frog
n01642539	n	1642539	grass_frog.n.01	grass_frog
n01643507	n	1643507	barking_frog.n.01	barking_frog
n01643896	n	1643896	crapaud.n.01	crapaud
n01644373	n	1644373	tree_frog.n.02	tree_frog
n01644900	n	1644900	tailed_frog.n.01	tailed_frog
n01645776	n	1645776	true_toad.n.01	true_toad
n01646292	n	1646292	bufo.n.01	bufo
n01646388	n	1646388	agua.n.01	agua
n01646555	n	1646555	european_toad.n.01	European_toad
n01646648	n	1646648	natterjack.n.01	natterjack
n01646802	n	1646802	american_toad.n.01	American_toad
n01646902	n	1646902	eurasian_green_toad.n.01	Eurasian_green_toad
n01647303	n	1647303	texas_toad.n.01	Texas_toad
n01647466	n	1647466	southwestern_toad.n.01	southwestern_toad
n01647640	n	1647640	western_toad.n.01	western_toad
n01648139	n	1648139	obstetrical_toad.n.01	obstetrical_toad
n01648356	n	1648356	midwife_toad.n.01	midwife_toad
n01648620	n	1648620	fire-bellied_toad.n.01	fire-bellied_toad
n01649170	n	1649170	spadefoot.n.01	spadefoot
n01650167	n	1650167	tree_toad.n.01	tree_toad
n01650690	n	1650690	spring_peeper.n.01	spring_peeper
n01650901	n	1650901	pacific_tree_toad.n.01	Pacific_tree_toad
n01651059	n	1651059	canyon_treefrog.n.01	canyon_treefrog
n01651487	n	1651487	cricket_frog.n.01	cricket_frog
n01652026	n	1652026	chorus_frog.n.01	chorus_frog
n01653223	n	1653223	eastern_narrow-mouthed_toad.n.01	eastern_narrow-mouthed_toad
n01653773	n	1653773	tongueless_frog.n.01	tongueless_frog
n01654863	n	1654863	south_american_poison_toad.n.01	South_American_poison_toad
n01655344	n	1655344	caecilian.n.01	caecilian
n01661091	n	1661091	reptile.n.01	reptile
n01661592	n	1661592	anapsid.n.01	anapsid
n01663401	n	1663401	sea_turtle.n.01	sea_turtle
n01663782	n	1663782	green_turtle.n.01	green_turtle
n01664065	n	1664065	loggerhead.n.02	loggerhead
n01664369	n	1664369	ridley.n.01	ridley
n01664492	n	1664492	atlantic_ridley.n.01	Atlantic_ridley
n01664674	n	1664674	pacific_ridley.n.01	Pacific_ridley
n01664990	n	1664990	hawksbill_turtle.n.01	hawksbill_turtle
n01665541	n	1665541	leatherback_turtle.n.01	leatherback_turtle
n01665932	n	1665932	snapping_turtle.n.01	snapping_turtle
n01667114	n	1667114	mud_turtle.n.01	mud_turtle
n01667778	n	1667778	terrapin.n.01	terrapin
n01668436	n	1668436	red-bellied_terrapin.n.01	red-bellied_terrapin
n01668665	n	1668665	slider.n.03	slider
n01668892	n	1668892	cooter.n.01	cooter
n01669191	n	1669191	box_turtle.n.01	box_turtle
n01669654	n	1669654	painted_turtle.n.01	painted_turtle
n01670092	n	1670092	tortoise.n.01	tortoise
n01670535	n	1670535	european_tortoise.n.01	European_tortoise
n01670802	n	1670802	giant_tortoise.n.01	giant_tortoise
n01671125	n	1671125	gopher_tortoise.n.01	gopher_tortoise
n01671479	n	1671479	desert_tortoise.n.01	desert_tortoise
n01671705	n	1671705	texas_tortoise.n.01	Texas_tortoise
n01672032	n	1672032	soft-shelled_turtle.n.01	soft-shelled_turtle
n01673282	n	1673282	tuatara.n.01	tuatara
n01674216	n	1674216	saurian.n.01	saurian
n01674990	n	1674990	gecko.n.01	gecko
n01676755	n	1676755	iguanid.n.01	iguanid
n01677366	n	1677366	common_iguana.n.01	common_iguana
n01677747	n	1677747	marine_iguana.n.01	marine_iguana
n01678043	n	1678043	desert_iguana.n.01	desert_iguana
n01678343	n	1678343	chuckwalla.n.01	chuckwalla
n01679307	n	1679307	earless_lizard.n.01	earless_lizard
n01679626	n	1679626	collared_lizard.n.01	collared_lizard
n01679962	n	1679962	leopard_lizard.n.01	leopard_lizard
n01680264	n	1680264	spiny_lizard.n.02	spiny_lizard
n01680478	n	1680478	fence_lizard.n.01	fence_lizard
n01680655	n	1680655	western_fence_lizard.n.01	western_fence_lizard
n01680813	n	1680813	eastern_fence_lizard.n.01	eastern_fence_lizard
n01680983	n	1680983	sagebrush_lizard.n.01	sagebrush_lizard
n01681328	n	1681328	side-blotched_lizard.n.01	side-blotched_lizard
n01681653	n	1681653	tree_lizard.n.01	tree_lizard
n01681940	n	1681940	horned_lizard.n.01	horned_lizard
n01682435	n	1682435	basilisk.n.03	basilisk
n01682714	n	1682714	american_chameleon.n.01	American_chameleon
n01683558	n	1683558	night_lizard.n.01	night_lizard
n01684133	n	1684133	skink.n.01	skink
n01685439	n	1685439	teiid_lizard.n.01	teiid_lizard
n01687665	n	1687665	agamid.n.01	agamid
n01687978	n	1687978	agama.n.01	agama
n01688243	n	1688243	frilled_lizard.n.01	frilled_lizard
n01688961	n	1688961	moloch.n.03	moloch
n01689411	n	1689411	anguid_lizard.n.01	anguid_lizard
n01691217	n	1691217	legless_lizard.n.01	legless_lizard
n01691951	n	1691951	venomous_lizard.n.01	venomous_lizard
n01692864	n	1692864	lacertid_lizard.n.01	lacertid_lizard
n01693783	n	1693783	chameleon.n.03	chameleon
n01694709	n	1694709	monitor.n.07	monitor
n01694955	n	1694955	african_monitor.n.01	African_monitor
n01695060	n	1695060	komodo_dragon.n.01	Komodo_dragon
n01696633	n	1696633	crocodilian_reptile.n.01	crocodilian_reptile
n01697178	n	1697178	crocodile.n.01	crocodile
n01697457	n	1697457	african_crocodile.n.01	African_crocodile
n01697611	n	1697611	asian_crocodile.n.01	Asian_crocodile
n01698434	n	1698434	alligator.n.02	alligator
n01698640	n	1698640	american_alligator.n.01	American_alligator
n01698782	n	1698782	chinese_alligator.n.01	Chinese_alligator
n01699040	n	1699040	caiman.n.01	caiman
n01699675	n	1699675	gavial.n.01	gavial
n01708106	n	1708106	saurischian.n.01	saurischian
n01710177	n	1710177	diplodocus.n.01	diplodocus
n01726692	n	1726692	snake.n.01	snake
n01727646	n	1727646	colubrid_snake.n.01	colubrid_snake
n01728572	n	1728572	thunder_snake.n.01	thunder_snake
n01728920	n	1728920	ringneck_snake.n.01	ringneck_snake
n01729322	n	1729322	hognose_snake.n.01	hognose_snake
n01729977	n	1729977	green_snake.n.02	green_snake
n01730563	n	1730563	green_snake.n.01	green_snake
n01730812	n	1730812	racer.n.04	racer
n01731545	n	1731545	whip-snake.n.01	whip-snake
n01732244	n	1732244	rat_snake.n.01	rat_snake
n01732614	n	1732614	corn_snake.n.01	corn_snake
n01732789	n	1732789	black_rat_snake.n.01	black_rat_snake
n01732989	n	1732989	chicken_snake.n.01	chicken_snake
n01733214	n	1733214	indian_rat_snake.n.01	Indian_rat_snake
n01733466	n	1733466	glossy_snake.n.01	glossy_snake
n01733757	n	1733757	bull_snake.n.01	bull_snake
n01733957	n	1733957	gopher_snake.n.02	gopher_snake
n01734104	n	1734104	pine_snake.n.01	pine_snake
n01734418	n	1734418	king_snake.n.01	king_snake
n01735189	n	1735189	garter_snake.n.01	garter_snake
n01735439	n	1735439	common_garter_snake.n.01	common_garter_snake
n01735577	n	1735577	ribbon_snake.n.01	ribbon_snake
n01735728	n	1735728	western_ribbon_snake.n.01	Western_ribbon_snake
n01736375	n	1736375	ground_snake.n.01	ground_snake
n01736796	n	1736796	eastern_ground_snake.n.01	eastern_ground_snake
n01737021	n	1737021	water_snake.n.01	water_snake
n01737472	n	1737472	common_water_snake.n.01	common_water_snake
n01737728	n	1737728	water_moccasin.n.02	water_moccasin
n01737875	n	1737875	grass_snake.n.01	grass_snake
n01738306	n	1738306	red-bellied_snake.n.01	red-bellied_snake
n01738601	n	1738601	sand_snake.n.01	sand_snake
n01739381	n	1739381	vine_snake.n.01	vine_snake
n01740131	n	1740131	night_snake.n.01	night_snake
n01740551	n	1740551	blind_snake.n.01	blind_snake
n01741232	n	1741232	indigo_snake.n.01	indigo_snake
n01741562	n	1741562	constrictor.n.01	constrictor
n01742172	n	1742172	boa_constrictor.n.01	boa_constrictor
n01742447	n	1742447	rubber_boa.n.01	rubber_boa
n01742821	n	1742821	rosy_boa.n.01	rosy_boa
n01743086	n	1743086	anaconda.n.01	anaconda
n01743605	n	1743605	python.n.01	python
n01743936	n	1743936	carpet_snake.n.01	carpet_snake
n01744100	n	1744100	reticulated_python.n.01	reticulated_python
n01744270	n	1744270	indian_python.n.01	Indian_python
n01744401	n	1744401	rock_python.n.01	rock_python
n01744555	n	1744555	amethystine_python.n.01	amethystine_python
n01745125	n	1745125	elapid.n.01	elapid
n01745484	n	1745484	coral_snake.n.02	coral_snake
n01746359	n	1746359	coral_snake.n.01	coral_snake
n01747589	n	1747589	copperhead.n.02	copperhead
n01747885	n	1747885	cobra.n.01	cobra
n01748264	n	1748264	indian_cobra.n.01	Indian_cobra
n01748389	n	1748389	asp.n.02	asp
n01748686	n	1748686	black-necked_cobra.n.01	black-necked_cobra
n01748906	n	1748906	hamadryad.n.02	hamadryad
n01749244	n	1749244	ringhals.n.01	ringhals
n01749582	n	1749582	mamba.n.01	mamba
n01750167	n	1750167	death_adder.n.01	death_adder
n01750437	n	1750437	tiger_snake.n.01	tiger_snake
n01750743	n	1750743	australian_blacksnake.n.01	Australian_blacksnake
n01751036	n	1751036	krait.n.01	krait
n01751472	n	1751472	taipan.n.01	taipan
n01751748	n	1751748	sea_snake.n.01	sea_snake
n01752165	n	1752165	viper.n.01	viper
n01752585	n	1752585	adder.n.03	adder
n01752736	n	1752736	asp.n.01	asp
n01753032	n	1753032	puff_adder.n.01	puff_adder
n01753180	n	1753180	gaboon_viper.n.01	gaboon_viper
n01753488	n	1753488	horned_viper.n.01	horned_viper
n01753959	n	1753959	pit_viper.n.01	pit_viper
n01754370	n	1754370	copperhead.n.01	copperhead
n01754533	n	1754533	water_moccasin.n.01	water_moccasin
n01754876	n	1754876	rattlesnake.n.01	rattlesnake
n01755581	n	1755581	diamondback.n.01	diamondback
n01755740	n	1755740	timber_rattlesnake.n.01	timber_rattlesnake
n01756089	n	1756089	prairie_rattlesnake.n.01	prairie_rattlesnake
n01756291	n	1756291	sidewinder.n.01	sidewinder
n01756508	n	1756508	western_diamondback.n.01	Western_diamondback
n01756733	n	1756733	rock_rattlesnake.n.01	rock_rattlesnake
n01756916	n	1756916	tiger_rattlesnake.n.01	tiger_rattlesnake
n01757115	n	1757115	mojave_rattlesnake.n.01	Mojave_rattlesnake
n01757343	n	1757343	speckled_rattlesnake.n.01	speckled_rattlesnake
n01757677	n	1757677	massasauga.n.02	massasauga
n01757901	n	1757901	ground_rattler.n.01	ground_rattler
n01758141	n	1758141	fer-de-lance.n.01	fer-de-lance
n01767661	n	1767661	arthropod.n.01	arthropod
n01768244	n	1768244	trilobite.n.01	trilobite
n01769347	n	1769347	arachnid.n.01	arachnid
n01770081	n	1770081	harvestman.n.01	harvestman
n01770393	n	1770393	scorpion.n.03	scorpion
n01770795	n	1770795	false_scorpion.n.01	false_scorpion
n01771417	n	1771417	whip-scorpion.n.01	whip-scorpion
n01772222	n	1772222	spider.n.01	spider
n01772664	n	1772664	orb-weaving_spider.n.01	orb-weaving_spider
n01773157	n	1773157	black_and_gold_garden_spider.n.01	black_and_gold_garden_spider
n01773549	n	1773549	barn_spider.n.01	barn_spider
n01773797	n	1773797	garden_spider.n.01	garden_spider
n01774097	n	1774097	comb-footed_spider.n.01	comb-footed_spider
n01774384	n	1774384	black_widow.n.01	black_widow
n01774750	n	1774750	tarantula.n.02	tarantula
n01775062	n	1775062	wolf_spider.n.01	wolf_spider
n01775730	n	1775730	trap-door_spider.n.01	trap-door_spider
n01776313	n	1776313	tick.n.02	tick
n01776705	n	1776705	hard_tick.n.01	hard_tick
n01777304	n	1777304	ixodes_dammini.n.01	Ixodes_dammini
n01777909	n	1777909	ixodes_scapularis.n.01	Ixodes_scapularis
n01778217	n	1778217	sheep-tick.n.02	sheep-tick
n01779148	n	1779148	wood_tick.n.01	wood_tick
n01779629	n	1779629	mite.n.02	mite
n01783017	n	1783017	myriapod.n.01	myriapod
n01783706	n	1783706	garden_centipede.n.01	garden_centipede
n01784675	n	1784675	centipede.n.01	centipede
n01786646	n	1786646	millipede.n.01	millipede
n01787006	n	1787006	sea_spider.n.01	sea_spider
n01787835	n	1787835	horseshoe_crab.n.01	horseshoe_crab
n01788579	n	1788579	eurypterid.n.01	eurypterid
n01789740	n	1789740	domestic_fowl.n.01	domestic_fowl
n01790304	n	1790304	plymouth_rock.n.02	Plymouth_Rock
n01790711	n	1790711	game_fowl.n.01	game_fowl
n01790812	n	1790812	cochin.n.01	cochin
n01791107	n	1791107	jungle_fowl.n.01	jungle_fowl
n01791625	n	1791625	chicken.n.02	chicken
n01791954	n	1791954	bantam.n.01	bantam
n01792042	n	1792042	chick.n.01	chick
n01792158	n	1792158	cock.n.04	cock
n01792640	n	1792640	hen.n.01	hen
n01792955	n	1792955	brood_hen.n.01	brood_hen
n01793085	n	1793085	mother_hen.n.02	mother_hen
n01793159	n	1793159	layer.n.04	layer
n01793249	n	1793249	pullet.n.02	pullet
n01793435	n	1793435	rhode_island_red.n.01	Rhode_Island_red
n01793715	n	1793715	orpington.n.01	Orpington
n01794158	n	1794158	turkey.n.01	turkey
n01794651	n	1794651	ocellated_turkey.n.01	ocellated_turkey
n01795088	n	1795088	grouse.n.02	grouse
n01795545	n	1795545	black_grouse.n.01	black_grouse
n01796340	n	1796340	ptarmigan.n.01	ptarmigan
n01797020	n	1797020	capercaillie.n.01	capercaillie
n01797307	n	1797307	spruce_grouse.n.01	spruce_grouse
n01797601	n	1797601	sage_grouse.n.01	sage_grouse
n01797886	n	1797886	ruffed_grouse.n.01	ruffed_grouse
n01798168	n	1798168	sharp-tailed_grouse.n.01	sharp-tailed_grouse
n01798484	n	1798484	prairie_chicken.n.01	prairie_chicken
n01799302	n	1799302	guan.n.01	guan
n01799679	n	1799679	curassow.n.01	curassow
n01800424	n	1800424	chachalaca.n.01	chachalaca
n01801088	n	1801088	megapode.n.01	megapode
n01803078	n	1803078	pheasant.n.01	pheasant
n01803362	n	1803362	ring-necked_pheasant.n.01	ring-necked_pheasant
n01803893	n	1803893	argus.n.02	argus
n01804163	n	1804163	golden_pheasant.n.01	golden_pheasant
n01804478	n	1804478	bobwhite.n.01	bobwhite
n01804921	n	1804921	old_world_quail.n.01	Old_World_quail
n01805321	n	1805321	monal.n.01	monal
n01805801	n	1805801	peafowl.n.01	peafowl
n01806143	n	1806143	peacock.n.02	peacock
n01806297	n	1806297	peahen.n.01	peahen
n01806364	n	1806364	blue_peafowl.n.01	blue_peafowl
n01806467	n	1806467	green_peafowl.n.01	green_peafowl
n01806567	n	1806567	quail.n.02	quail
n01806847	n	1806847	california_quail.n.01	California_quail
n01807105	n	1807105	tragopan.n.01	tragopan
n01807496	n	1807496	partridge.n.03	partridge
n01807828	n	1807828	hungarian_partridge.n.01	Hungarian_partridge
n01808140	n	1808140	red-legged_partridge.n.01	red-legged_partridge
n01808291	n	1808291	greek_partridge.n.01	Greek_partridge
n01808596	n	1808596	mountain_quail.n.01	mountain_quail
n01809106	n	1809106	guinea_fowl.n.01	guinea_fowl
n01809752	n	1809752	hoatzin.n.01	hoatzin
n01810268	n	1810268	tinamou.n.01	tinamou
n01811243	n	1811243	dodo.n.02	dodo
n01811909	n	1811909	pigeon.n.01	pigeon
n01812187	n	1812187	pouter_pigeon.n.01	pouter_pigeon
n01812337	n	1812337	dove.n.01	dove
n01812662	n	1812662	rock_dove.n.01	rock_dove
n01812866	n	1812866	band-tailed_pigeon.n.01	band-tailed_pigeon
n01813088	n	1813088	wood_pigeon.n.01	wood_pigeon
n01813385	n	1813385	turtledove.n.02	turtledove
n01813948	n	1813948	australian_turtledove.n.01	Australian_turtledove
n01814217	n	1814217	mourning_dove.n.01	mourning_dove
n01814370	n	1814370	domestic_pigeon.n.01	domestic_pigeon
n01814549	n	1814549	squab.n.03	squab
n01814755	n	1814755	roller.n.07	roller
n01814921	n	1814921	homing_pigeon.n.01	homing_pigeon
n01815601	n	1815601	sandgrouse.n.01	sandgrouse
n01816887	n	1816887	parrot.n.01	parrot
n01817263	n	1817263	popinjay.n.02	popinjay
n01817346	n	1817346	poll.n.04	poll
n01817953	n	1817953	african_grey.n.01	African_grey
n01818299	n	1818299	amazon.n.04	amazon
n01818515	n	1818515	macaw.n.01	macaw
n01818832	n	1818832	kea.n.01	kea
n01819115	n	1819115	cockatoo.n.01	cockatoo
n01819313	n	1819313	sulphur-crested_cockatoo.n.01	sulphur-crested_cockatoo
n01819465	n	1819465	pink_cockatoo.n.01	pink_cockatoo
n01819734	n	1819734	cockateel.n.01	cockateel
n01820052	n	1820052	lovebird.n.02	lovebird
n01820348	n	1820348	lory.n.01	lory
n01821203	n	1821203	parakeet.n.01	parakeet
